module,classification,evidence_referrers
src/components/aoc/AOCErrorBoundary.tsx,likely_unreachable,./AOC_IMPLEMENTATION_COMPLETE.md;./src/components/aoc/README.md
src/components/aoc/AOCExportPanel.tsx,likely_unreachable,./AOC_IMPLEMENTATION_COMPLETE.md;./docs/remediation/phase-1a3-scope.md
src/components/aoc/AOCHelpTooltip.tsx,false_positive,./src/components/aoc/AOCQuickStats.tsx
src/components/aoc/AOCKeyboardShortcuts.tsx,likely_unreachable,./AOC_IMPLEMENTATION_COMPLETE.md;./src/components/aoc/README.md
src/components/aoc/AOCLiveActivityPanel.tsx,proven_unreachable,
src/components/aoc/AOCLoadingState.tsx,likely_unreachable,./AOC_IMPLEMENTATION_COMPLETE.md;./src/components/aoc/README.md
src/components/aoc/AOCMetricsAdvanced.tsx,likely_unreachable,./AOC_IMPLEMENTATION_COMPLETE.md;./docs/remediation/random-data-register.md
src/components/aoc/AOCMetricsDashboard.tsx,proven_unreachable,
src/components/aoc/AOCNotificationsPanel.tsx,likely_unreachable,./AOC_IMPLEMENTATION_COMPLETE.md;./src/components/aoc/README.md
src/components/aoc/AOCOnboardingTour.tsx,likely_unreachable,./AOC_IMPLEMENTATION_COMPLETE.md;./src/components/aoc/README.md
src/components/aoc/AOCPerformancePanel.tsx,likely_unreachable,./AOC_IMPLEMENTATION_COMPLETE.md;./src/components/aoc/README.md
src/components/aoc/AOCQuickStats.tsx,false_positive,./src/components/aoc/__tests__/AOCIntegration.test.tsx
src/components/aoc/AOCSearchBar.tsx,false_positive,./src/components/aoc/AOCActivityStream.tsx
src/components/aoc/AOCSimulationSandbox.tsx,likely_unreachable,./AOC_AUDIT_REPORT.md;./AOC_IMPLEMENTATION_COMPLETE.md
src/components/aoc/AOCWorkflowGraph.tsx,likely_unreachable,./AOC_IMPLEMENTATION_COMPLETE.md;./src/components/aoc/README.md
src/components/aoc/AOCWorkflowGraphAdvanced.tsx,likely_unreachable,./AOC_IMPLEMENTATION_COMPLETE.md;./src/components/aoc/README.md
src/components/aoc/AOCWorkflowGraphViewer.tsx,proven_unreachable,
src/components/aoc/panels/DigitalTwinSpatialView.tsx,likely_unreachable,./docs/aoc/AOC_FINAL_STATUS.md;./docs/aoc/DIGITAL_TWIN_FEATURES.md
src/components/aoc/panels/SensorHealthDashboard.tsx,likely_unreachable,./docs/aoc/AOC_FINAL_STATUS.md;./docs/aoc/DIGITAL_TWIN_FEATURES.md
src/components/blueprint/tabs/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/components/builder/AIRecommendationCard.tsx,proven_unreachable,
src/components/builder/BuilderSourceHeader.tsx,proven_unreachable,
src/components/builder/IndustryMarketplace.tsx,likely_unreachable,./PHASE_5_COMPLETION_SUMMARY.md;./TEMPLATE_MARKETPLACE_INTEGRATION.md
src/components/builder/IndustryMarketplaceStep.tsx,likely_unreachable,./PHASE_5_COMPLETION_SUMMARY.md;./TEMPLATE_MARKETPLACE_INTEGRATION.md
src/components/builder/KnowledgeSourcesList.tsx,likely_unreachable,./BUILDER_AUDIT.md;./BUILDER_PHASE_2B_PLAN.md
src/components/builder/MCPMarketplace.tsx,proven_unreachable,
src/components/builder/MCPServerManager.tsx,likely_unreachable,./REFACTORING_GUIDE.md;./REFACTORING_SUMMARY.md
src/components/builder/MCPToolsPlayground.tsx,false_positive,./src/components/builder/MCPServerManager.tsx
src/components/builder/PolicyEditorDrawer.tsx,false_positive,./src/components/builder/PolicyManager.tsx
src/components/builder/PolicyManager.tsx,likely_unreachable,./BUG_HUNT_SUMMARY.md
src/components/builder/PrefillBadge.tsx,likely_unreachable,./BUILDER_AUDIT.md
src/components/builder/RecommendationDebugPanel.tsx,proven_unreachable,
src/components/builder/StepIndicator.tsx,likely_unreachable,./BUILDER_AUDIT.md
src/components/builder/SystemSummaryCard.tsx,likely_unreachable,./REFACTORING_GUIDE.md;./REFACTORING_SUMMARY.md
src/components/builder/TemplateLibrary.tsx,likely_unreachable,./BUILDER_AUDIT.md;./INTAKE_UNIFICATION_AUDIT.md
src/components/builder/TemplatePreviewDialog.tsx,proven_unreachable,
src/components/builder/TemplatePreviewModal.tsx,false_positive,./src/components/marketplace/DigitalTwinTemplatesGrid.tsx
src/components/builder/TemplateSelector.tsx,false_positive,./src/components/builder/AIRecommendationCard.tsx
src/components/builder/TestQueryPanel.tsx,likely_unreachable,./BUILDER_AUDIT.md;./STABILIZATION_STATUS.md
src/components/builder/UnifiedMarketplace.tsx,test_or_tooling_only,./tests/e2e/regression-edge-cases.spec.ts
src/components/builder/ValidationBanner.tsx,likely_unreachable,./BUILDER_AUDIT.md
src/components/builder/VersionUpgradeBanner.tsx,proven_unreachable,
src/components/builder/step5/EventLogPanel.tsx,false_positive,./src/components/builder/step5/SimulationDashboard.tsx;./src/components/simulation/index.ts
src/components/builder/step5/KPIChartsPanel.tsx,false_positive,./src/components/builder/step5/SimulationDashboard.tsx;./src/components/simulation/__tests__/phase1a3b2.test.tsx;./src/components/simulation/index.ts
src/components/builder/steps/DCStep1Summary.tsx,false_positive,./src/components/builder/dc-steps/index.ts
src/components/builder/steps/DCStep2Blueprint.tsx,false_positive,./src/components/builder/dc-steps/index.ts
src/components/builder/steps/DCStep3Integrations.tsx,false_positive,./src/components/builder/dc-steps/index.ts
src/components/builder/steps/DCStep4Scenarios.tsx,false_positive,./src/components/builder/dc-steps/index.ts
src/components/builder/steps/DCStep5Deploy.tsx,false_positive,./src/components/builder/dc-steps/index.ts
src/components/builder/steps/Step2Industry.tsx,likely_unreachable,./BUILDER_AUDIT_REPORT.md;./BUILDER_REPLACEMENT_SUMMARY.md
src/components/builder/steps/Step3Type.tsx,likely_unreachable,./BUILDER_AUDIT_REPORT.md;./BUILDER_REPLACEMENT_SUMMARY.md
src/components/builder/steps/Step4Template.tsx,likely_unreachable,./BUILDER_AUDIT_REPORT.md;./BUILDER_REPLACEMENT_SUMMARY.md
src/components/builder/steps/Step5Simulation.tsx,likely_unreachable,./docs/DC_TWIN_TEST_REPORT.md;./docs/remediation/phase-1a3-scope.md
src/components/builder/steps/Step5Workflow.tsx,likely_unreachable,./BUILDER_AUDIT_REPORT.md;./BUILDER_BACKEND_INTEGRATION.md
src/components/builder/steps/Step6Review.tsx,likely_unreachable,./BUILDER_AUDIT_REPORT.md;./BUILDER_BACKEND_INTEGRATION.md
src/components/connect/ZapTemplateList.tsx,false_positive,./src/components/connect/ZapierConnectModal.tsx
src/components/connect/ZapierConnectModal.tsx,false_positive,./src/pages/IntegrationHub.tsx;./src/pages/Integrations.tsx
src/components/data-centre-twin/thermal/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/components/dc-scan/DCScanRecommendationCard.tsx,false_positive,./src/components/dc-scan/index.ts
src/components/dc-scan/DCScannerPanel.tsx,false_positive,./src/components/dc-scan/index.ts
src/components/dc-scan/EnhancedRecommendationCard.tsx,false_positive,./src/components/dc-scan/DCScannerPanel.tsx
src/components/dc-scan/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/components/dc-twin/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/components/debug/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/components/digital-twin/TwinEntitiesEventsTab.tsx,false_positive,./src/components/digital-twin/index.ts;./src/pages/DigitalTwinDetail.tsx
src/components/digital-twin/TwinOverviewTab.tsx,false_positive,./src/components/digital-twin/index.ts;./src/pages/DigitalTwinDetail.tsx
src/components/digital-twin/TwinRunsTab.tsx,false_positive,./src/components/digital-twin/index.ts;./src/pages/DigitalTwinDetail.tsx
src/components/digital-twin/TwinWorkflowTab.tsx,false_positive,./src/components/digital-twin/index.ts;./src/pages/DigitalTwinDetail.tsx
src/components/digital-twin/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/components/dsx/DsxMetricTile.tsx,likely_unreachable,./docs/dsx/aura-dsx-component-map.md
src/components/dsx/DsxModeBanner.tsx,proven_unreachable,
src/components/integrations/FieldMapper.tsx,false_positive,./src/components/connect/ZapierConnectModal.tsx;./src/components/integrations/ZapierConnectModal.tsx
src/components/integrations/IntegrationCard.tsx,false_positive,./src/components/builder/BuilderIntegrationsHub.tsx;./src/components/integrations/IntegrationMarketplace.tsx;./src/components/templates/StandardizedTemplatePreview.tsx
src/components/integrations/IntegrationDrawer.tsx,false_positive,./src/pages/Integrations.tsx
src/components/integrations/IntegrationFilters.tsx,false_positive,./src/components/integrations/IntegrationMarketplace.tsx
src/components/integrations/IntegrationMarketplace.tsx,false_positive,./src/pages/IntegrationHub.tsx
src/components/integrations/IntegrationStatusBadge.tsx,likely_unreachable,./STABILIZATION_STATUS.md
src/components/integrations/ZapierAppCard.tsx,false_positive,./src/components/integrations/ZapierMarketplace.tsx
src/components/integrations/ZapierConnectModal.tsx,false_positive,./src/pages/IntegrationHub.tsx;./src/pages/Integrations.tsx
src/components/integrations/ZapierMarketplace.tsx,likely_unreachable,./STABILIZATION_STATUS.md
src/components/landing/StudioScreenshot.tsx,proven_unreachable,
src/components/marketplace/CoPilotModification.tsx,likely_unreachable,./MARKETPLACE_A_PLUS_FINAL_REPORT.md
src/components/marketplace/DigitalTwinTemplateCard.tsx,likely_unreachable,./MARKETPLACE_QA_REPORT.md;./PHASE4_COMPLETE_FINAL.md
src/components/marketplace/IndustryAgentPreviewModal.tsx,false_positive,./src/components/builder/IndustryMarketplaceStep.tsx;./src/components/marketplace/IndustryAgentsTab.tsx
src/components/marketplace/IndustryAgentsTab.tsx,likely_unreachable,./PHASE_5_COMPLETION_SUMMARY.md;./UNIFIED_INTAKE_COMPLETE.md
src/components/marketplace/IndustryTab.tsx,proven_unreachable,
src/components/marketplace/MarketplaceHero.tsx,likely_unreachable,./PHASE3_COMPLETE.md
src/components/marketplace/McpServerPreviewModal.tsx,false_positive,./src/components/shared/McpGrid.tsx
src/components/marketplace/McpServersTab.tsx,proven_unreachable,
src/components/marketplace/McpTab.tsx,proven_unreachable,
src/components/marketplace/TemplateSimulation.tsx,likely_unreachable,./.lovable/plan.md;./MARKETPLACE_A_PLUS_FINAL_REPORT.md
src/components/rag/GeminiResponsePanel.tsx,likely_unreachable,./BUILDER_AUDIT.md
src/components/rag/RAGPanel.tsx,likely_unreachable,./docs/AURA-DC-Build-Status.md
src/components/rag/RAGUploadTabs.tsx,likely_unreachable,./BUG_HUNT_SUMMARY.md;./SECRETS_AUDIT_REPORT.md
src/components/rag/RetrieverConfigPanel.tsx,likely_unreachable,./BUILDER_AUDIT.md
src/components/recommendation/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/components/scanner/ScannerController.tsx,false_positive,./src/components/scanner/index.ts
src/components/scanner/WebsiteScanner.tsx,false_positive,./src/components/scanner/index.ts
src/components/scanner/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/components/search/FilterChips.tsx,proven_unreachable,
src/components/shared/IndustryAgentCard.tsx,proven_unreachable,
src/components/shared/IndustryGrid.tsx,likely_unreachable,./BUG_HUNT_SUMMARY.md
src/components/shared/IntegrationAppCard.tsx,proven_unreachable,
src/components/shared/McpGrid.tsx,false_positive,./src/components/marketplace/McpServersTab.tsx
src/components/shared/McpServerCard.tsx,proven_unreachable,
src/components/shared/StatusPill.tsx,proven_unreachable,
src/components/shared/TemplateCard.tsx,likely_unreachable,./MARKETPLACE_QA_REPORT.md;./PHASE4_COMPLETE_FINAL.md
src/components/shared/TemplatePreviewModal.tsx,false_positive,./src/components/marketplace/DigitalTwinTemplatesGrid.tsx
src/components/shared/TemplatesFilters.tsx,proven_unreachable,
src/components/shared/TemplatesGrid.tsx,false_positive,./src/pages/Marketplace.tsx
src/components/simulation/HistoricalRunSelector.tsx,proven_unreachable,
src/components/simulation/SimulationModeWrapper.tsx,proven_unreachable,
src/components/twin-manage/InstanceHeroPanel.tsx,proven_unreachable,
src/components/ui/aspect-ratio.tsx,proven_unreachable,
src/components/ui/breadcrumb.tsx,false_positive,./src/components/builder/BuilderSourceHeader.tsx
src/components/ui/calendar.tsx,proven_unreachable,
src/components/ui/carousel.tsx,likely_unreachable,./BUILDER_AUDIT_REPORT.md;./MARKETING_UI_COMPETITIVE_AUDIT.md
src/components/ui/chart.tsx,test_or_tooling_only,./src/components/data-centre-twin/domains/__tests__/domainProvenance.test.tsx;./src/components/simulation/__tests__/kpiProvenance.test.tsx;./src/components/simulation/__tests__/phase1a3b2.test.tsx
src/components/ui/context-menu.tsx,proven_unreachable,
src/components/ui/drawer.tsx,test_or_tooling_only,./tests/aoc/aoc-complete-flow.spec.ts;./tests/aoc/regression-checklist.md;./tests/e2e/aura-copilot-command-bar.spec.ts
src/components/ui/input-otp.tsx,proven_unreachable,
src/components/ui/menubar.tsx,proven_unreachable,
src/components/ui/navigation-menu.tsx,proven_unreachable,
src/components/ui/pagination.tsx,test_or_tooling_only,./tests/e2e/agents-complete-flow.spec.ts;./tests/e2e/agents-list-filters-paginate.spec.ts;./tests/e2e/digital-twin-data-layer.spec.ts
src/components/ui/resizable.tsx,likely_unreachable,./src/components/aoc/AOC_DEPLOYMENT.md
src/components/ui/sidebar.tsx,false_positive,./src/components/agent-chat/AgentChatSidebar.tsx
src/components/ui/toggle-group.tsx,proven_unreachable,
src/components/ui/toggle.tsx,false_positive,./src/components/ui/toggle-group.tsx
src/components/ui/use-toast.ts,false_positive,./src/components/AgentChatModal.tsx;./src/components/CoPilotVoice.tsx;./src/components/SystemDetailsDrawer.tsx
src/components/upload/PreviewPane.tsx,false_positive,./src/components/UploadZone.tsx
src/components/upload/UploadQueue.tsx,false_positive,./src/components/UploadZone.tsx
src/components/workflow/EmptyCanvasPlaceholder.tsx,false_positive,./src/components/workflow/EnhancedWorkflowEditor.tsx
src/components/workflow/EnhancedValidationFeedback.tsx,false_positive,./src/components/workflow/EnhancedWorkflowEditor.tsx
src/components/workflow/EnhancedWorkflowEditor.tsx,likely_unreachable,./STABILIZATION_STATUS.md
src/components/workflow/EnhancedWorkflowPalette.tsx,false_positive,./src/components/workflow/EnhancedWorkflowEditor.tsx
src/components/workflow/NodeInspector.tsx,false_positive,./src/components/workflow/EnhancedWorkflowEditor.tsx
src/components/workflow/NodeTooltip.tsx,proven_unreachable,
src/components/workflow/TestRunModal.tsx,false_positive,./src/components/workflow/EnhancedWorkflowEditor.tsx
src/components/workflow/ValidationModal.tsx,false_positive,./src/components/workflow/EnhancedWorkflowEditor.tsx
src/components/workflow/WorkflowAISuggestions.tsx,false_positive,./src/components/workflow/EnhancedWorkflowEditor.tsx
src/components/workflow/WorkflowEditorWithSync.tsx,likely_unreachable,./BUG_HUNT_SUMMARY.md
src/components/workflow/WorkflowExamplesDropdown.tsx,false_positive,./src/components/workflow/EnhancedWorkflowEditor.tsx
src/components/workflow/WorkflowHelpPanel.tsx,false_positive,./src/components/workflow/EnhancedWorkflowEditor.tsx
src/components/workflow/WorkflowOnboardingHeader.tsx,false_positive,./src/components/workflow/EnhancedWorkflowEditor.tsx
src/components/workflow/WorkflowOnboardingTour.tsx,false_positive,./src/components/workflow/EnhancedWorkflowEditor.tsx
src/config/filters.ts,false_positive,./src/components/shared/TemplatesFilters.tsx
src/constants/screenshotPresets.ts,proven_unreachable,
src/context/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/contexts/TwinContext.tsx,false_positive,./src/App.tsx;./src/components/blueprint/ExecutiveSummaryBlock.tsx;./src/components/copilot/CoPilotDockedPanel.tsx
src/data/blueprintCarbonFinancial.ts,proven_unreachable,
src/data/canadianFundingPrograms.ts,proven_unreachable,
src/domain/greenDc/archetypes.ts,false_positive,./src/domain/greenDc/index.ts
src/domain/greenDc/classifier.ts,false_positive,./src/domain/greenDc/index.ts
src/domain/greenDc/financialEstimator.ts,false_positive,./src/domain/greenDc/index.ts
src/domain/greenDc/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/dsx/contracts/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/dsx/exchange/dsxExchangeAdapter.ts,false_positive,./src/dsx/__tests__/exchangeViewerSimready.test.ts;./src/dsx/exchange/index.ts
src/dsx/exchange/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/dsx/exchange/mqttTransport.ts,likely_unreachable,./docs/dsx/06-exchange-viewer-simready.md
src/dsx/exchange/transport.ts,false_positive,./src/dsx/__tests__/exchangeViewerSimready.test.ts;./src/dsx/exchange/dsxExchangeAdapter.ts;./src/dsx/exchange/index.ts
src/dsx/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/dsx/simready/onboarding.ts,false_positive,./src/dsx/__tests__/exchangeViewerSimready.test.ts
src/dsx/viewer/viewerBoundary.ts,false_positive,./src/dsx/__tests__/exchangeViewerSimready.test.ts
src/engines/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/engines/kpi/TimelineSyncEngine.tsx,false_positive,./src/engines/kpi/index.ts
src/engines/kpi/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/hooks/use-mobile.tsx,false_positive,./src/components/ui/sidebar.tsx
src/hooks/useActionLogs.ts,likely_unreachable,./AOC_IMPLEMENTATION_COMPLETE.md
src/hooks/useAgentMetrics.ts,likely_unreachable,./AOC_IMPLEMENTATION_COMPLETE.md;./M2M_DIGITAL_TWIN_FEATURE_AUDIT.md
src/hooks/useBuilderAutosave.ts,test_or_tooling_only,./tests/integration/builder-flow.test.ts;./tests/unit/useBuilderAutosave.test.ts
src/hooks/useBuilderHistory.ts,test_or_tooling_only,./tests/integration/builder-flow.test.ts;./tests/unit/useBuilderHistory.test.ts
src/hooks/useBuilderPrefill.ts,likely_unreachable,./M2M_DIGITAL_TWIN_FEATURE_AUDIT.md;./QA_STATUS.md
src/hooks/useCopilotHistory.ts,false_positive,./src/components/CoPilotDrawer.tsx
src/hooks/useDCBuilderMode.ts,proven_unreachable,
src/hooks/useDebounce.ts,false_positive,./src/components/integrations/ZapierMarketplace.tsx;./src/components/rag/RetrieverConfigPanel.tsx;./src/hooks/useWorkflowSuggestions.ts
src/hooks/useDigitalTwinSync.ts,likely_unreachable,./DIGITAL_TWIN_PHASE6_COMPLETE.md;./DOC_DIGITAL_TWIN_STATUS.md
src/hooks/useKeyboardShortcuts.ts,likely_unreachable,./BUILDER_PHASE_3F_STATUS.md
src/hooks/usePolicies.ts,false_positive,./src/components/builder/PolicyManager.tsx
src/hooks/useRagItems.ts,false_positive,./src/components/rag/RAGPanel.tsx
src/hooks/useRealtimeActionLogs.ts,likely_unreachable,./AOC_IMPLEMENTATION_COMPLETE.md
src/hooks/useRealtimeAgentStatus.ts,likely_unreachable,./AOC_IMPLEMENTATION_COMPLETE.md
src/hooks/useSimulationCommands.ts,proven_unreachable,
src/hooks/useSimulationSafeState.ts,test_or_tooling_only,./tests/simulationEngine.test.ts
src/hooks/useTwinDefinition.ts,proven_unreachable,
src/hooks/useWorkflowSuggestions.ts,false_positive,./src/components/workflow/EnhancedWorkflowEditor.tsx;./src/components/workflow/WorkflowAISuggestions.tsx
src/hooks/useWorkflowSync.ts,false_positive,./src/components/integrations/ZapierConnectModal.tsx;./src/components/workflow/WorkflowEditorWithSync.tsx
src/i18n/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/integrations/omniverseKit/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/lib/api/supabaseHelpers.ts,likely_unreachable,./REFACTORING_GUIDE.md;./REFACTORING_SUMMARY.md
src/lib/api/twins.ts,test_or_tooling_only,./src/components/data-centre-twin/domains/__tests__/domainProvenance.test.tsx;./src/integrations/omniverseKit/__tests__/fetchStatusValidated.test.ts;./src/simulation/__tests__/characterization/README.md
src/lib/apiClient.ts,likely_unreachable,./BUG_HUNT_SUMMARY.md;./STABILIZATION_STATUS.md
src/lib/apiResponseHandler.ts,likely_unreachable,./STABILIZATION_STATUS.md
src/lib/blueprintFactory.ts,false_positive,./src/lib/index.ts
src/lib/builder/dataCentreTools.ts,proven_unreachable,
src/lib/builder/openBuilderWithTemplate.ts,test_or_tooling_only,./tests/integration/template-to-builder.test.ts;./tests/unit/open-builder-with-template.test.ts
src/lib/builderValidation.ts,false_positive,./src/components/builder/ValidationBanner.tsx;./src/components/builder/steps/Step2Industry.tsx;./src/components/builder/steps/Step5Simulation.tsx
src/lib/compliance/types.ts,false_positive,./src/components/builder/MCPServerManager.tsx;./src/components/dc-twin/tabs/DCSimulationTab.tsx;./src/components/provenance/DomainProvenanceHeader.tsx
src/lib/copilot/carbonFinancialHandlers.ts,proven_unreachable,
src/lib/dc-scan/agentRecommendations.ts,false_positive,./src/lib/dc-scan/generateEnhancedRecommendation.ts;./src/lib/dc-scan/index.ts
src/lib/dc-scan/companyNameExtractor.ts,false_positive,./src/lib/dc-scan/index.ts;./src/lib/dc-scan/transformToEnhanced.ts
src/lib/dc-scan/financialModel.ts,false_positive,./src/lib/dc-scan/generateEnhancedRecommendation.ts;./src/lib/dc-scan/index.ts;./src/lib/dc-scan/transformToEnhanced.ts
src/lib/dc-scan/generateEnhancedRecommendation.ts,false_positive,./src/lib/dc-scan/index.ts
src/lib/dc-scan/generateRecommendation.ts,false_positive,./src/components/dc-scan/DCScannerPanel.tsx;./src/lib/dc-scan/index.ts
src/lib/dc-scan/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/lib/dc-scan/industryObjectives.ts,false_positive,./src/lib/dc-scan/generateEnhancedRecommendation.ts;./src/lib/dc-scan/index.ts;./src/lib/dc-scan/transformToEnhanced.ts
src/lib/dc-scan/kpiBenchmarks.ts,false_positive,./src/lib/dc-scan/generateEnhancedRecommendation.ts;./src/lib/dc-scan/index.ts;./src/lib/dc-scan/transformToEnhanced.ts
src/lib/dc-scan/scenarioRecommendations.ts,false_positive,./src/lib/dc-scan/generateEnhancedRecommendation.ts;./src/lib/dc-scan/index.ts
src/lib/dc-scan/selectBlueprintProfile.ts,false_positive,./src/components/dc-scan/DCScannerPanel.tsx;./src/lib/dc-scan/index.ts
src/lib/dc-scan/transformToEnhanced.ts,false_positive,./src/components/dc-scan/DCScannerPanel.tsx;./src/lib/dc-scan/index.ts
src/lib/dc-twin/industryProfiles.ts,proven_unreachable,
src/lib/dc-twin/retailEnterpriseValidation.ts,proven_unreachable,
src/lib/dc-twin/scanToBuilder.ts,proven_unreachable,
src/lib/digitalTwin/departmentClassifier.ts,false_positive,./src/lib/digitalTwin/enhancedValidators.ts;./src/lib/digitalTwin/twinTemplates.ts
src/lib/digitalTwin/enhancedValidators.ts,test_or_tooling_only,./tests/integration/industryDepartmentPipeline.test.ts;./tests/unit/twinTemplateValidation.test.ts
src/lib/digitalTwin/fromRecommendation.ts,likely_unreachable,./DIGITAL_TWIN_PHASE6_COMPLETE.md;./DOC_DIGITAL_TWIN_STATUS.md
src/lib/digitalTwin/industryClassifier.ts,false_positive,./src/lib/digitalTwin/enhancedValidators.ts;./src/lib/digitalTwin/twinTemplates.ts
src/lib/digitalTwin/runtime.ts,test_or_tooling_only,./src/dsx/__tests__/contract-reexport.test.ts;./src/dsx/__tests__/decisionWorkflow.test.ts;./src/dsx/__tests__/evidenceBoundary.test.ts
src/lib/digitalTwin/twinTemplates.ts,false_positive,./src/lib/digitalTwin/enhancedValidators.ts
src/lib/funding/queryClient.ts,false_positive,./src/lib/funding/QA_REPORT.md;./src/lib/funding/QUICKSTART.md;./src/lib/funding/README.md
src/lib/funding/run-test.ts,proven_unreachable,
src/lib/funding/sourceRegistry.ts,likely_unreachable,./src/lib/funding/QA_REPORT.md;./src/lib/funding/README.md
src/lib/funding/test-integration.ts,false_positive,./src/lib/funding/QA_REPORT.md;./src/lib/funding/QUICKSTART.md;./src/lib/funding/run-test.ts
src/lib/funding/types.ts,false_positive,./src/components/builder/MCPServerManager.tsx;./src/components/dc-twin/tabs/DCSimulationTab.tsx;./src/components/provenance/DomainProvenanceHeader.tsx
src/lib/generators/mockSimulationData.ts,false_positive,./src/components/copilot/README.md
src/lib/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/lib/industryAdapter.ts,false_positive,./src/lib/blueprintFactory.ts;./src/lib/index.ts
src/lib/llm/client.ts,dynamic_or_external_entry,./src/lib/telemetry.ts;./src/stores/wizardBuilderStore.ts
src/lib/llm/modelResolver.ts,false_positive,./src/lib/llm/README.md
src/lib/marketplaceNormalizer.ts,false_positive,./src/components/marketplace/IndustryAgentPreviewModal.tsx;./src/components/marketplace/McpServerPreviewModal.tsx
src/lib/metrics.ts,test_or_tooling_only,./src/components/data-centre-twin/domains/__tests__/domainProvenance.test.tsx;./src/components/simulation/__tests__/exportSimulationResult.test.ts;./src/dsx/__tests__/evidenceBeta.test.ts
src/lib/mock/dcSimulationData.ts,proven_unreachable,
src/lib/mock/transportCanadaMockData.ts,proven_unreachable,
src/lib/provenance/staleness.ts,false_positive,./src/lib/provenance/__tests__/staleness.test.ts
src/lib/retry.ts,false_positive,./src/lib/apiClient.ts
src/lib/utils/normalizeCompanyName.ts,false_positive,./src/lib/blueprintFactory.ts;./src/lib/utils/normalizeCompanyName.test.ts
src/lib/validation.ts,test_or_tooling_only,./src/dsx/__tests__/contract.test.ts;./src/dsx/__tests__/exchangeViewerSimready.test.ts;./src/dsx/__tests__/validationBadge.test.tsx
src/pages/Auth.tsx,test_or_tooling_only,./src/auth/__tests__/permissions.test.ts;./tests/_harness/realAuthInject.ts;./tests/aoc/AOC_TEST_PLAN.md
