route,current_data_source,hardcoded,local_fixtures,localstorage,database,fallback,appears_operational,replacement_source,migration_status
/connect/health,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/connect/monitor,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/dashboard,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/data-centre-twin,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/data-centre-twin/:id,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/data-centre-twin/:id/blueprint,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/deploy,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/deployments,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/dev-overlays,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/digital-twins-demo/funding-intake,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/dsx/evidence-beta,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/forgot-password,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/help,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/infrastructure,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/login,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/manage/facilities,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/manage/integrations,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/marketplace,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/mfa,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/omniverse-scene,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/onboarding,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/pilot/*,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/playbook,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/search,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/settings/ai,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/sign-in,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/sign-out,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/sign-up,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/simulation,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/simulation/preview,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/studio/systems/:systemId/manage,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/teams,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/twin-datacentre,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/twin-debug,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
/twins/:instanceId/manage,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
asset/:twinId,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
assets,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
carbon,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
cooling,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
decisions,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
decisions/log,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
evidence,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
facility,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
financials,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
network,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
operations,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
operations/compute,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
operations/cooling,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
operations/power,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
operations/thermal,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
operations/workload,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
overview,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
power,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
simulations,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
sovereignty,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
sustainability,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
sustainability/financial,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
sustainability/sovereignty,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
thermal,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
workload,legacy synthetic / component-local defaults (see mock-removal-matrix.csv),unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,unknown-pending-page-audit,nvidia-dsx-reference (src/data/dsxReference),NOT_STARTED
